property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,tulip monsella,sector 53,5.6,19363.0,3,3,3+,1.0,Under Construction,G64731824,2617.0,0,0,0,0,0,0,42
house,independent,sector 41,11.0,33951.0,4,4,2,3.0,New Property,J69424116,3240.0,1,1,0,1,0,0,35
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,3,3,3,20.0,New Property,I69625984,2000.0,0,1,0,1,1,2,150
house,project mianwali colony,sector 12,1.7,9444.0,1,1,2,1.0,Old Property,M69654546,2000.0,0,0,0,0,0,0,0
flat,professors enclave cghs,sector 56,1.54,8324.0,3,3,2,6.0,Old Property,U69431586,1920.0,0,1,0,1,0,2,104
flat,greenopolis,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,I19370017,1910.0,0,0,0,0,0,0,67
flat,tarc maceo,sector 91,0.96,5413.0,2,2,3+,8.0,Moderately Old,Q65461140,1271.0,0,0,0,0,0,0,85
flat,puri diplomatic greens,sector 111,3.45,11694.0,4,5,3+,10.0,Relatively New,T69579124,2670.0,0,0,0,1,0,0,101
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,F70081718,1746.0,0,1,0,0,0,0,72
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3,3,3,9.0,New Property,R66900322,1571.0,0,0,0,0,0,0,109
flat,piedmont taksila heights,sector 37c,1.0,6506.0,3,3,3+,8.0,Relatively New,E68414772,1708.0,0,0,0,0,0,2,49
flat,dlf regal gardens,sector 90,1.25,7167.0,3,3,2,11.0,Relatively New,I69160896,1578.0,0,0,0,0,1,0,14
flat,godrej nature plus,sector 33,1.07,7725.0,2,2,2,14.0,Under Construction,K68519126,1253.0,0,0,0,0,0,0,68
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4,4,3,10.0,Relatively New,C69431042,3222.0,0,0,0,1,0,0,21
house,independent,sector 28,4.5,13889.0,4,4,0,4.0,Relatively New,L68904950,3240.0,0,0,0,0,0,0,0
flat,emaar imperial gardens,sector 102,1.85,9135.0,3,3,3+,0.0,Relatively New,Z68808868,2250.0,0,0,0,1,0,2,95
flat,mvn athens,sohna road,0.21,4666.0,1,1,1,11.0,New Property,G61217010,500.0,0,0,0,0,0,0,16
flat,bestech park view ananda,sector 81,1.15,6927.0,3,2,3+,12.0,Relatively New,G69408148,1352.0,0,0,0,0,0,0,101
flat,pyramid elite,sector 86,0.45,7739.0,2,2,1,4.0,Under Construction,I68593654,646.0,0,0,0,0,0,0,66
flat,hero homes,sector 104,1.2,17548.0,2,2,2,22.0,Under Construction,H50203156,877.0,0,0,0,0,0,0,30
flat,shree vardhman victoria,sector 70,1.23,9111.0,2,2,3,1.0,Relatively New,O69936994,1222.0,1,0,0,0,0,0,43
flat,breez global heights,sohna road,0.39,4105.0,2,2,2,3.0,Relatively New,Y67381466,720.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.2,10452.0,2,2,3+,2.0,Relatively New,U69944844,1380.0,0,0,1,0,0,0,156
flat,rof ananda,sector 95,0.2,5463.0,1,1,1,9.0,Relatively New,U69979052,407.0,0,1,0,0,0,0,52
house,independent,sector 17,0.29,3254.0,2,1,0,0.0,Old Property,G67946074,891.0,0,0,0,0,0,0,0
flat,m3m skycity,sector 65,2.8,15317.0,3,3,0,14.0,Relatively New,Y68022268,1828.0,0,0,0,0,0,0,39
flat,shri banke bihari society,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,Y69900360,1450.0,0,0,0,0,1,0,174
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,A69484894,3201.0,0,1,0,1,0,2,143
house,independent,sector 3 phase 3 extension,1.5,5000.0,6,1,0,1.0,New Property,O69442076,3000.0,0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,W69572278,1656.0,0,0,0,0,0,2,49
flat,pareena mi casa,sector 68,1.1,9020.0,2,2,3,13.0,New Property,V58274898,1244.0,0,0,0,0,0,0,106
house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively New,Y67109428,6390.0,0,0,0,1,0,2,146
house,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,O69258128,5140.0,0,0,0,0,0,0,53
flat,ramprastha the atrium,sector 37d,0.9,6225.0,3,3,2,13.0,Relatively New,I68316312,1185.0,0,0,0,0,0,1,37
flat,dlf new town heights,sector 90,1.21,6243.0,3,3,3+,7.0,Relatively New,X69632308,1929.0,0,1,0,1,0,0,127
flat,rof ananda,sector 95,0.36,5658.0,2,2,2,10.0,New Property,N69389266,717.0,1,0,0,0,0,0,75
flat,ireo the corridors,sector 67a,2.0,11580.0,3,3,2,6.0,Under Construction,E58721404,1346.0,0,0,0,0,1,0,15
house,independent,sector 25,10.0,37037.0,5,5,3+,3.0,Moderately Old,G69523296,9500.0,0,1,0,1,0,1,29
flat,bestech park view grand spa,sector 81,2.29,8609.0,3,4,3+,10.0,Relatively New,K69736336,2315.0,1,0,0,1,0,1,174
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3,3,3,5.0,Relatively New,C64607518,1315.0,0,0,0,1,0,0,119
flat,godrej air,sector 85,1.4,10000.0,2,2,3,23.0,Relatively New,J69836484,1400.0,0,0,0,0,0,0,44
flat,puri diplomatic greens,sector 111,3.45,11694.0,4,5,3+,9.0,Relatively New,W69922524,2670.0,0,0,0,1,0,0,68
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.0,3,3,2,5.0,Moderately Old,E45070641,1403.0,0,0,0,0,1,0,30
house,international city by sobha phase 1,sector 109,6.1,25103.0,5,6,3+,2.0,Moderately Old,S68706948,2430.0,0,0,0,1,0,0,30
flat,bestech park view grand spa,sector 81,2.25,8458.0,3,4,3+,8.0,Relatively New,Y69455236,2300.0,1,0,1,1,0,2,122
flat,sobha city,sector 108,2.5,14611.0,3,3,2,19.0,New Property,T69829404,1480.0,0,0,0,0,0,0,166
flat,dlf the primus,sector 82a,2.7,10481.0,4,4,3+,18.0,Moderately Old,X68655328,2576.0,0,0,0,1,0,0,38
flat,ss the leaf,sector 85,1.18,10727.0,2,2,3,9.0,Relatively New,H69399868,1700.0,1,0,0,0,0,2,150
flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Under Construction,M41005323,1338.0,1,0,0,0,0,0,53
flat,ashiana mulberry,sohna road,0.9,6143.0,2,2,3+,7.0,Moderately Old,C69463366,1100.0,1,0,0,0,0,2,156
flat,m3m heights,sector 65,2.8,15000.0,3,3,3,20.0,Under Construction,N68452032,1867.0,0,0,0,0,0,0,91
house,independent,sector 23,5.5,21825.0,8,8,2,3.0,Moderately Old,K69472428,2520.0,1,1,0,1,0,2,76
house,independent,sector 25,11.0,35530.0,5,5,3+,2.0,Relatively New,N69433874,3096.0,1,1,1,1,0,0,29
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2.0,Relatively New,Z68231242,1972.0,0,0,0,0,0,2,113
flat,m3m capital,sector 113,2.9,12619.0,4,4,3+,11.0,Under Construction,G68377158,2553.0,1,0,0,1,0,0,49
flat,kiran residency,sector 56,1.54,8324.0,3,4,3+,5.0,Old Property,Z69430242,1900.0,0,0,0,1,0,2,98
flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,S68476008,1618.0,0,0,1,0,0,0,79
flat,gls avenue 51,sector 92,0.42,7106.0,2,2,1,4.0,Relatively New,I68531730,657.0,1,1,0,0,0,2,42
flat,lavanya apartments,sector 81,0.9,5056.0,3,3,0,7.0,Relatively New,L69125934,1780.0,0,0,0,0,0,0,0
flat,ats marigold,sector 89,1.5,8571.0,3,3,3,2.0,New Property,X69645532,1944.0,0,0,0,0,1,0,49
flat,dlf the skycourt,sector 86,1.59,8242.0,3,3,3,17.0,Relatively New,H69904258,1700.0,0,0,0,0,1,2,165
flat,eldeco accolade,sohna road,0.78,6170.0,2,2,2,3.0,Relatively New,D69904580,1144.0,0,0,0,0,0,0,72
flat,m3m sky lofts,sector 71,1.0,11500.0,1,1,1,9.0,Moderately Old,D69701036,869.0,0,0,0,0,0,0,77
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10534.0,2,2,3,10.0,Relatively New,U69549176,1100.0,0,0,0,0,0,0,49
flat,signature global solera,sector 107,0.28,5828.0,2,2,2,11.0,Relatively New,S69217104,543.0,0,0,0,0,0,0,45
flat,ramsons kshitij,sector 95,0.17,544.0,1,1,1,12.0,Relatively New,X70174042,3569.0,0,0,0,0,0,0,56
flat,orris carnation residency,sector 85,0.9,6428.0,3,3,2,12.0,Relatively New,J69297210,1402.0,0,0,0,0,0,0,120
house,sector 14 rwa,sector 14,5.51,16990.0,3,3,2,4.0,Moderately Old,F70044510,3249.0,0,0,0,0,0,0,14
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,10.0,Relatively New,Y69551588,1300.0,0,0,0,1,0,0,46
flat,raheja navodaya,sector 92,0.85,5407.0,3,3,0,0.0,Relatively New,O59506130,1423.0,0,0,0,0,0,0,88
flat,m3m merlin,sector 67,3.32,14079.0,3,4,3,8.0,New Property,Q69941296,2016.0,0,0,0,1,0,2,174
flat,smart world gems,sector 89,0.97,8794.0,2,2,3+,2.0,New Property,Y69756678,1103.0,0,0,0,0,0,0,49
house,independent,sector 22,4.75,20068.0,7,5,3+,3.0,Old Property,R70075710,2367.0,0,1,0,0,1,2,49
flat,experion the heartsong,sector 108,2.0,7196.0,4,4,3+,10.0,Relatively New,H69625534,2500.0,0,1,0,1,0,2,174
flat,tulip violet,sector 69,1.72,8730.0,4,4,1,12.0,Relatively New,U69355454,1783.0,0,0,0,0,0,0,86
flat,signature global solera,sector 107,0.29,5930.0,2,2,2,3.0,Relatively New,L69217140,543.0,0,0,0,0,0,0,45
flat,smart world orchard,sector 61,1.65,13750.0,2,2,2,1.0,Under Construction,Y68609816,1333.0,1,0,0,0,0,0,16
flat,m3m skywalk,sector 74,1.57,11000.0,2,2,3+,10.0,Relatively New,P69703164,1300.0,0,0,0,0,1,0,137
flat,indiabulls enigma,sector 110,3.79,9895.0,5,5,3,4.0,Relatively New,G46425145,3466.0,0,0,0,1,1,0,125
flat,experion windchants,sector 112,5.6,11551.0,4,6,3+,8.0,Relatively New,E68670550,3655.35,0,0,0,1,0,2,168
house,independent,sector 3,0.55,7333.0,1,1,0,1.0,Moderately Old,P67750524,750.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.1,7467.0,4,5,3+,9.0,Relatively New,G69201450,2545.0,0,0,0,0,0,2,67
flat,bestech park view residency,sector 110,1.4,7865.0,3,3,3+,6.0,Old Property,W69369638,1611.0,0,0,0,0,0,1,107
flat,sbtl caladium,sector 109,1.8,7072.0,3,3,3+,10.0,Relatively New,H70072028,2000.0,0,0,0,0,0,0,174
flat,pareena coban residences,sector 99a,1.1,7096.0,2,2,3,9.0,New Property,E69589168,1368.0,1,0,0,0,0,0,88
flat,prime habitat,sector 99a,0.26,4745.0,2,2,1,6.0,Relatively New,K69324896,611.0,0,0,0,0,1,0,79
house,dlf city plots phase 2,sector 25,7.5,31686.0,9,9,3+,4.0,Relatively New,N69848890,2314.2385,1,1,0,1,0,2,160
house,dlf city plots phase 2,sector 25,6.5,36111.0,5,5,3+,3.0,Old Property,I68736378,1800.0,1,1,1,1,0,2,134
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2,2,2,11.0,New Property,X69179634,1166.0,0,0,0,0,0,2,49
flat,breez global hill view,sohna road,0.35,6315.0,2,2,2,14.0,New Property,T69132466,616.0,0,0,0,0,0,0,53
flat,ats triumph,sector 104,1.95,8515.0,3,3,3+,3.0,New Property,B67506178,2544.0,0,0,0,1,0,0,69
flat,emaar mgf emerald estate,sector 65,1.75,12544.0,3,3,3,10.0,Relatively New,B69216570,1081.0,0,0,0,1,0,2,124
house,independent,sector 15,1.8,10000.0,4,3,1,1.0,Old Property,F55730248,1800.0,0,0,0,0,0,0,16
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,3,3,3+,3.0,Relatively New,R68745658,1650.0,1,0,0,1,0,2,38
flat,ats kocoon,sector 109,1.68,9627.0,3,3,3,8.0,Relatively New,X69510728,1579.0,0,0,0,0,0,0,142
flat,imperia elvedor,sector 37c,0.55,8221.0,1,1,0,5.0,Relatively New,Q69221214,669.0,0,0,0,0,0,0,0
flat,corona optus,sector 37c,1.44,7236.0,3,3,3+,2.0,Relatively New,E70044104,1789.0,1,0,0,1,1,0,49
flat,godrej nature plus,sector 33,1.4,15124.0,3,2,3+,20.0,New Property,X70063420,113.0,0,0,0,0,0,0,70
flat,emaar mgf the palm drive,sector 66,3.5,15901.0,3,3,2,4.0,Relatively New,T69837114,2200.0,1,0,0,0,0,0,89
flat,gls avenue 51,sector 92,0.5,7812.0,3,3,1,12.0,New Property,W70135974,711.0,0,0,0,0,0,1,95
flat,mapsko casa bella,sector 82,1.25,6377.0,3,4,3+,8.0,Under Construction,W68087548,1774.0,0,0,0,0,0,0,54
flat,m3m skywalk,sector 74,1.47,10954.0,2,2,3,26.0,New Property,R69466992,1281.0,0,0,0,0,0,2,31
flat,puri emerald bay,sector 104,1.59,10903.0,2,2,2,12.0,Relatively New,Y70087534,1403.0,0,0,0,0,0,0,121
flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,Z69217290,608.0,0,0,0,0,0,0,45
flat,dlf park place,sector 54,6.75,24963.0,4,4,2,8.0,Moderately Old,W69249968,2076.0,0,0,0,1,0,1,135
house,independent,sector 43,5.75,23662.0,4,4,2,4.0,Under Construction,J68759164,2430.0,0,0,1,1,0,1,153
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,4,3,5.0,Relatively New,L69623396,1527.0,0,0,0,1,1,2,49
flat,umang monsoon breeze,sector 78,0.75,6053.0,2,2,1,5.0,Moderately Old,M69132144,1239.0,0,0,0,0,0,0,0
flat,sobha city,sector 108,2.9,14478.0,3,4,2,8.0,New Property,J60869654,2003.0,0,0,0,0,0,0,109
flat,ats tourmaline,sector 109,2.1,8123.0,3,4,3+,11.0,Relatively New,A64232832,2100.0,0,0,0,1,0,2,165
house,independent,sector 47,0.99,17187.0,1,4,3,4.0,Relatively New,I70178342,576.0,0,0,0,0,0,0,13
flat,guru gram haryana cghs,sector 56,1.38,7225.0,3,3,3,5.0,Moderately Old,N69439758,1910.0,1,0,0,0,0,2,134
flat,m3m skycity,sector 65,3.5,17039.0,3,3,3,15.0,New Property,Y69073178,2282.0,1,1,0,1,0,2,166
flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,6.0,Relatively New,G69665996,1484.0,0,0,0,0,1,0,49
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17729.0,3,3,3+,1.0,Relatively New,H69435294,1456.0,0,0,1,0,0,0,139
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,New Property,Y69897020,1175.0,0,0,0,0,0,0,25
flat,the close north,sector 50,2.7,9980.0,3,3,3+,3.0,Moderately Old,G69271930,2357.0,0,0,0,1,0,0,117
flat,puri diplomatic greens,sector 111,2.65,11963.0,3,4,3+,19.0,Relatively New,L70013148,2005.0,1,1,1,1,0,0,65
house,international city by sobha phase 2,sector 109,6.2,25514.0,5,5,2,2.0,Relatively New,V69923042,2430.0,0,0,0,1,0,0,135
flat,dlf regency park,sector 28,2.3,11817.0,3,3,3,7.0,Moderately Old,E68554406,1777.0,0,0,0,1,0,0,117
flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1.0,New Property,R68134834,1624.0,0,0,1,1,0,2,139
flat,dlf regal gardens,sector 90,1.2,6837.0,3,3,3+,15.0,Relatively New,L68514284,1572.0,0,0,0,0,0,0,118
flat,antriksh heights,sector 84,0.6,5000.0,2,2,2,14.0,Relatively New,N69974042,1086.0,0,0,0,0,0,0,52
flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4.0,Relatively New,G68314146,1556.0,1,0,1,1,0,1,83
flat,godrej frontier,sector 80,1.6,7000.0,3,3,3,5.0,Moderately Old,G64763266,2047.0,0,0,0,1,0,0,53
flat,unitech uniworld gardens,sector 47,1.05,10531.0,2,2,2,3.0,Relatively New,N68074094,1108.0,0,0,0,0,0,2,34
house,independent,sector 47,5.25,11666.0,9,9,3+,4.0,Relatively New,P70368292,4650.0,0,0,0,1,0,2,142
flat,godrej oasis,sector 88a,1.3,7258.0,3,3,3+,4.0,Relatively New,U66116612,1990.0,0,0,0,0,0,0,79
house,independent,sector 38,3.9,21242.0,6,6,3+,3.0,Moderately Old,O68291220,1836.0,1,1,0,1,0,0,32
flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,C68626058,1558.0,0,0,0,1,0,0,106
flat,la vida by tata housing,sector 113,1.35,13989.0,2,2,3,10.0,New Property,W68450138,1090.0,0,0,0,0,0,0,174
flat,dlf carlton estate,sector 43,2.0,14214.0,3,3,2,5.0,Moderately Old,C69215766,1273.0,0,0,0,0,0,0,65
flat,ashiana anmol,sohna road,0.93,7294.0,2,2,2,9.0,Under Construction,H69549366,1000.0,0,0,0,0,1,0,31
flat,apna enclave,sector 3,0.55,5789.0,2,2,2,2.0,Old Property,L64373292,900.0,0,0,0,0,0,0,66
flat,dlf express greens,manesar,1.6,6808.0,4,6,3+,4.0,Relatively New,Z69885678,2611.0,1,1,0,1,0,0,49
flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,J68360894,1428.0,0,1,0,0,0,0,102
flat,bestech park view city,sector 49,2.9,12169.0,4,4,3+,5.0,Moderately Old,R69272108,2157.0,0,0,0,1,0,0,117
flat,bestech park view residency,sector 2,1.55,8072.0,3,4,3+,4.0,Old Property,O69734446,1738.0,0,0,0,1,0,0,84
house,independent,sector 39,1.7,17980.0,2,2,3+,3.0,Moderately Old,Q61732666,900.0,0,0,1,1,0,0,45
flat,valley view estate,gwal pahari,0.38,6089.0,1,1,1,11.0,Moderately Old,G56252566,565.0,0,0,0,0,0,0,42
flat,central park 2 bellevue,sector 48,2.75,10754.0,3,4,3+,3.0,Moderately Old,L70068144,2574.0,0,0,0,0,0,0,32
flat,dlf the primus,sector 82a,1.87,10394.0,3,3,3,31.0,Moderately Old,O68656188,1668.0,0,1,0,0,0,0,38
flat,conscient elevate,sector 59,4.02,17500.0,3,3,1,3.0,Under Construction,L69635364,2550.0,0,0,0,0,0,0,31
flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,4615.0,2,2,1,4.0,New Property,X62112670,600.0,0,0,0,0,0,0,44
flat,woodstock floors,sector 50,1.05,10627.0,2,2,2,2.0,Moderately Old,W69951672,1098.0,0,0,0,0,0,0,53
flat,cancon enclave,sector 4,1.05,7777.0,3,2,2,2.0,New Property,L68200594,1500.0,0,0,0,0,0,2,0
flat,emaar digihomes,sector 62,4.0,14871.0,3,3,3,18.0,New Property,A69582706,2343.0,0,0,0,1,0,2,38
flat,pivotal devaan,sector 84,0.27,7964.0,1,1,1,13.0,Relatively New,W63179828,387.0,0,0,0,0,0,1,45
flat,vatika gurgaon,sector 83,1.15,5808.0,3,3,2,3.0,Relatively New,L68896498,1350.0,1,1,1,1,0,2,165
flat,dlf new town heights,sector 90,1.2,6217.0,3,3,3+,15.0,Relatively New,O69250754,1747.0,0,0,0,0,0,0,37
flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,11.0,Relatively New,T57249640,2380.0,0,1,0,1,0,0,49
house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old Property,J69745426,2160.0,0,0,0,1,1,0,43
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,15.0,Relatively New,U68573340,1929.0,0,0,0,1,0,1,165
flat,tulip white,sector 69,0.91,6862.0,3,2,2,12.0,Moderately Old,Y68089388,1473.0,0,0,0,0,0,0,43
flat,shri banke bihari society,sector 56,1.35,9642.0,3,3,3+,4.0,Old Property,S69469250,1450.0,0,0,0,0,1,2,174
flat,la vida by tata housing,sector 113,2.48,14090.0,3,3,3+,8.0,New Property,C69164250,1980.0,0,0,0,1,0,0,79
flat,alpha corp gurgaonone,sector 84,1.15,7496.0,2,2,3,8.0,Relatively New,T69246122,1361.0,1,0,0,0,0,2,37
flat,tulip petals,sector 89,1.55,10000.0,3,2,3,6.0,Moderately Old,W59037256,1403.0,0,0,1,0,0,2,111
flat,experion windchants,sector 112,3.4,12134.0,3,3,2,14.0,Relatively New,C68670422,2225.56,0,0,0,0,0,2,159
flat,chd avenue,sector 71,1.3,5531.0,4,4,3,5.0,Moderately Old,T69344422,2127.0,0,0,0,1,0,0,126
flat,the close north,sector 50,2.75,12500.0,3,3,3,3.0,Moderately Old,S68165978,2400.0,0,0,0,1,0,0,110
house,independent,sector 54,3.51,12342.0,4,4,3,4.0,New Property,P70191488,2844.0,0,0,0,1,0,0,73
flat,tata primanti,sector 72,4.1,13725.0,3,3,3,8.0,Moderately Old,I65408778,2308.0,0,0,0,1,0,0,38
flat,tulip violet,sector 69,2.0,10167.0,4,4,1,12.0,Relatively New,J69905540,2186.0,0,0,0,0,0,0,79
flat,bptp mansions park prime,sector 66,2.7,9768.0,4,4,3,6.0,Relatively New,C69731476,2501.0,0,0,0,1,1,0,13
flat,dlf royalton tower,sector 43,6.2,20687.0,4,4,3+,9.0,Moderately Old,I69118750,2712.0,0,0,0,1,0,0,7
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5.0,Relatively New,G70022368,1531.0,0,0,0,0,0,0,49
house,my home,new sector 2,0.34,12592.0,2,2,2,3.0,Moderately Old,T69907288,270.0,0,0,0,0,0,0,22
flat,ats triumph,sector 104,1.8,7860.0,3,4,3,14.0,New Property,K68839960,2544.0,0,0,0,0,0,0,60
flat,navjyoti apartment,sector 38,2.1,11938.0,4,4,3+,10.0,Old Property,E68316796,1954.0,0,0,0,0,0,1,22
flat,hero homes,sector 104,1.35,9565.0,3,2,2,18.0,New Property,V69363310,1094.0,0,0,0,0,0,0,49
flat,piedmont taksila heights,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,M38858307,1738.0,0,0,0,0,0,2,81
house,ansal celebrity homes,sector 2,5.2,10000.0,4,5,2,1.0,Moderately Old,I68521802,5200.0,0,0,0,0,0,0,0
flat,deepak minda,manesar,1.25,4715.0,4,4,3+,6.0,Moderately Old,Y68734970,2946.0,0,0,0,0,0,2,44
flat,m3m soulitude,sector 89,1.33,16985.0,3,3,3,4.0,Under Construction,J69182772,1423.0,1,0,0,0,0,0,125
flat,signature global city 37d ph 2,sector 37d,1.36,8846.0,3,3,3,1.0,Under Construction,B69071558,1535.0,0,1,0,0,1,0,37
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3,3,1,15.0,Relatively New,E57700542,2000.0,0,0,0,0,0,0,60
flat,godrej air,sector 85,2.6,12212.0,3,3,3,17.0,Under Construction,H67904032,2129.0,0,0,0,1,0,0,44
flat,m3m urbana,sector 67,0.95,10895.0,1,1,1,17.0,Relatively New,X66349446,826.0,0,0,0,0,0,0,49
flat,bestech park view grand spa,sector 81,3.0,9419.0,4,5,2,6.0,Relatively New,Z68376548,2882.0,0,0,0,1,0,2,110
flat,dlf new town heights,sector 90,1.65,5683.0,4,4,3+,7.0,Moderately Old,D64172396,2468.0,0,0,0,0,0,0,117
flat,supertech araville,sector 79,0.71,5522.0,2,2,0,9.0,Under Construction,A12882925,1295.0,0,0,0,0,0,0,0
flat,sare green parc 2,sector 92,0.75,4745.0,3,3,3,2.0,Relatively New,X54532846,1415.0,0,0,0,0,1,2,49
house,international city by sobha phase 2,sector 109,8.75,24306.0,5,5,3+,3.0,New Property,P69790258,3600.0,1,1,1,1,0,2,153
flat,m3m skycity,sector 65,1.8,13700.0,2,2,3,13.0,New Property,E69396162,1456.0,0,0,0,0,0,0,73
flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderately Old,B69209128,5200.0,0,0,0,0,0,0,0
house,unitech deerwood chase,sector 50,8.45,26153.0,3,3,2,2.0,Old Property,A61228178,3231.0,1,0,0,1,0,2,102
flat,ss,sector 85,1.2,7151.0,2,2,3,15.0,Relatively New,Y70085140,1660.0,0,0,0,0,0,0,49
flat,the close north,sector 50,2.5,11944.0,3,3,3,11.0,Relatively New,E69466294,1894.0,0,1,0,0,0,2,127
flat,ireo the corridors,sector 67a,1.5,11111.0,2,2,2,10.0,Relatively New,V64354898,1500.0,0,0,1,0,0,2,38
flat,puri emerald bay,sector 104,2.25,10465.0,3,4,3+,4.0,Relatively New,W69138046,2303.0,0,0,0,1,0,2,159
house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively New,P69677020,4500.0,1,1,0,1,1,0,49
flat,unitech sunbreeze,sector 69,1.0,5476.0,4,3,0,0.0,Relatively New,L68021304,1826.0,0,0,0,0,0,0,0
flat,pioneer urban presidia,sector 62,6.5,14987.0,4,4,3+,3.0,Moderately Old,L67890434,3925.0,1,0,0,0,0,0,86
flat,tarc maceo,sector 91,0.89,6339.0,2,2,3+,9.0,Relatively New,G68726244,1302.0,0,0,0,0,1,2,13
flat,ss the leaf,sector 85,1.99,8659.0,3,4,3+,17.0,Relatively New,N64429282,2398.0,0,0,0,1,0,2,174
flat,uphar lakshya homes,sector 105,0.42,4200.0,3,2,1,1.0,Relatively New,S57817870,1111.0,0,0,0,0,0,0,7
house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,E68021382,2610.0,0,0,0,0,0,0,0
house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,E70048784,2771.0,0,0,0,1,0,2,160
house,independent,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,L68674708,3240.0,0,1,1,1,0,2,126
flat,m3m the marina,sector 68,1.32,8759.0,2,2,3,15.0,Relatively New,N69834838,1364.0,1,0,0,0,0,0,120
flat,shree vardhman flora,sector 90,0.65,4814.0,2,2,3,10.0,Moderately Old,Z68452306,1222.0,1,0,0,0,0,2,83
house,independent,sector 108,1.7,5666.0,4,4,3+,1.0,Relatively New,C69442088,3000.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,0.98,5950.0,3,3,3,12.0,Relatively New,K50040356,1490.0,0,0,0,0,1,0,79
flat,tulip violet,sector 69,1.75,8706.0,4,4,2,10.0,Relatively New,K66588784,1819.0,0,0,0,0,0,2,109
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,7,9,3+,3.0,Moderately Old,Z57944624,9000.0,1,1,1,1,0,1,74
house,independent,sector 23,2.4,12000.0,3,3,2,2.0,Moderately Old,U69824112,2000.0,0,1,1,0,0,0,28
flat,conscient heritage max,sector 102,2.65,10375.0,4,5,3+,17.0,Moderately Old,U70043824,2311.0,0,0,0,1,0,0,125
house,independent,sector 8,1.6,3186.0,4,6,1,3.0,Relatively New,W69287014,558.0,0,0,0,0,0,0,0
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2.0,Old Property,O69762684,2556.0,1,1,1,0,0,1,71
flat,m3m skywalk,sector 74,1.78,12500.0,2,2,3+,12.0,Relatively New,D68976426,1582.0,0,0,0,0,0,0,63
flat,signature global city 37d ph 2,sector 37d,1.07,8237.0,3,3,2,2.0,Under Construction,L70057882,1450.0,0,0,0,0,0,0,86
flat,paras dews,sector 106,1.25,7102.0,3,4,3+,5.0,Relatively New,G69957274,1186.0,0,0,0,1,0,0,165
flat,gls arawali homes,sohna road,0.27,4600.0,2,2,2,5.0,New Property,P65620504,521.0,0,0,0,0,0,0,42
